CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
f424829113ee1cff,91743,394495,1266053,4.3,13.8,3.2093,5729,1709,0.2983,0.0624,0.0145,0.0045,0,0,0.5023,0.0,0.0,0.0,4933,2483,0.5033,0.0538,0.0125,0.0039,0,0,0.7479,0.0,0.0,0.0,1670,968,0.5796,0.0182,0.0042,0.0013,38008,19568,0.5148,0.4143,0.0963,0.03,6059,1209,0.1995,0.066,0.0154,0.0048,0,0,0.5059,0.0,0.0,0.0,3395,2039,0.6006,0.037,0.0086,0.0027,22084,16236,0.7352,0.2407,0.056,0.0174,9865,4953,0.5021,0.1075,0.025,0.0078,91743,49165,0.5359,1.0,0.2326,0.0725,High,1,1,0,1,1,496,0
65271777f7681e44,44701,272676,8940,6.1,0.2,0.0328,965,128,0.1326,0.0216,0.0035,0.1079,0,0,0.5048,0.0,0.0,0.0,6422,3256,0.507,0.1437,0.0236,0.7183,0,0,1.0899,0.0,0.0,0.0,0,0,0.4674,0.0,0.0,0.0,6957,3146,0.4522,0.1556,0.0255,0.7782,3767,274,0.0727,0.0843,0.0138,0.4214,13423,6793,0.5061,0.3003,0.0492,1.5015,292,147,0.5034,0.0065,0.0011,0.0327,9897,928,0.0938,0.2214,0.0363,1.107,2978,1497,0.5027,0.0666,0.0109,0.3331,44701,16169,0.3617,1.0,0.1639,5.0001,No,1,0,1,1,0,656,0
2d85292a6c84019d,10847,8875,195248,0.8182,18.0002,21.9998,671,432,0.6438,0.0619,0.0756,0.0034,4258,2132,0.5007,0.3926,0.4798,0.0218,1784,1000,0.5605,0.1645,0.201,0.0091,0,0,0.8624,0.0,0.0,0.0,0,0,0.5921,0.0,0.0,0.0,2256,1166,0.5168,0.208,0.2542,0.0116,405,238,0.5877,0.0373,0.0456,0.0021,0,0,0.5061,0.0,0.0,0.0,0,0,0.5006,0.0,0.0,0.0,0,0,0.4014,0.0,0.0,0.0,487,248,0.5092,0.0449,0.0549,0.0025,9861,5216,0.529,0.9091,1.1111,0.0505,No,1,0,0,1,0,507,0
14f9a939675f29ae,80657,64526,629125,0.8,7.8,9.7499,6857,3686,0.5376,0.085,0.1063,0.0109,4402,2215,0.5032,0.0546,0.0682,0.007,13446,6849,0.5094,0.1667,0.2084,0.0214,0,0,0.0,0.0,0.0,0.0,7796,4056,0.5203,0.0967,0.1208,0.0124,4547,2355,0.5179,0.0564,0.0705,0.0072,2068,795,0.3844,0.0256,0.032,0.0033,12619,6387,0.5061,0.1565,0.1956,0.0201,1675,915,0.5463,0.0208,0.026,0.0027,25038,11835,0.4727,0.3104,0.388,0.0398,2209,1112,0.5034,0.0274,0.0342,0.0035,80657,40205,0.4985,1.0,1.25,0.1282,High,1,0,0,1,0,559,0
67374df454293cdf,462162,957336,3697299,2.0714,8.0,3.8621,10653,7150,0.6712,0.0231,0.0111,0.0029,0,0,0.5076,0.0,0.0,0.0,38109,19333,0.5073,0.0825,0.0398,0.0103,0,0,0.3287,0.0,0.0,0.0,18255,10790,0.5911,0.0395,0.0191,0.0049,41288,21285,0.5155,0.0893,0.0431,0.0112,17124,9772,0.5707,0.0371,0.0179,0.0046,53754,27204,0.5061,0.1163,0.0561,0.0145,16610,8315,0.5006,0.0359,0.0174,0.0045,114336,54552,0.4771,0.2474,0.1194,0.0309,19987,9992,0.4999,0.0432,0.0209,0.0054,330116,168393,0.5101,0.7143,0.3448,0.0893,High,1,1,1,1,0,572,1
c892f39b3f18a14d,309626,2702189,2279972,8.7273,7.3636,0.8438,14934,6997,0.4685,0.0482,0.0055,0.0066,0,0,0.504,0.0,0.0,0.0,14177,9391,0.6624,0.0458,0.0052,0.0062,0,0,0.7759,0.0,0.0,0.0,2931,1512,0.5159,0.0095,0.0011,0.0013,73147,37863,0.5176,0.2362,0.0271,0.0321,17989,9078,0.5046,0.0581,0.0067,0.0079,77812,39381,0.5061,0.2513,0.0288,0.0341,7186,3271,0.4552,0.0232,0.0027,0.0032,54407,25558,0.4698,0.1757,0.0201,0.0239,18895,9515,0.5036,0.061,0.007,0.0083,281478,142566,0.5065,0.9091,0.1042,0.1235,High,1,0,1,1,1,520,1
27e09ab37ed4e8f7,15640,152133,22749,9.7272,1.4545,0.1495,570,295,0.5175,0.0364,0.0037,0.0251,0,0,0.5012,0.0,0.0,0.0,2073,1059,0.5109,0.1325,0.0136,0.0911,15,15,1.0,0.001,0.0001,0.0007,0,0,0.5286,0.0,0.0,0.0,2536,1305,0.5146,0.1621,0.0167,0.1115,2569,919,0.3577,0.1643,0.0169,0.1129,0,0,0.506,0.0,0.0,0.0,99,45,0.4545,0.0063,0.0007,0.0044,5404,1941,0.3592,0.3455,0.0355,0.2375,952,481,0.5053,0.0609,0.0063,0.0418,14218,6060,0.4262,0.9091,0.0935,0.625,No,1,0,0,1,0,611,0
13eb0ec5227f553c,208803,656238,1894142,3.1429,9.0714,2.8864,13139,2580,0.1964,0.0629,0.02,0.0069,0,0,0.502,0.0,0.0,0.0,24401,12504,0.5124,0.1169,0.0372,0.0129,0,0,0.8518,0.0,0.0,0.0,0,0,0.5374,0.0,0.0,0.0,20517,7827,0.3815,0.0983,0.0313,0.0108,7202,1243,0.1726,0.0345,0.011,0.0038,0,0,0.506,0.0,0.0,0.0,10621,5317,0.5006,0.0509,0.0162,0.0056,60447,14309,0.2367,0.2895,0.0921,0.0319,12818,6440,0.5024,0.0614,0.0195,0.0068,149145,50220,0.3367,0.7143,0.2273,0.0787,No,1,1,0,1,0,624,1
74afaa381a682478,5461,3823,26759,0.7001,4.9,6.9995,241,99,0.4108,0.0441,0.063,0.009,0,0,0.5026,0.0,0.0,0.0,946,484,0.5116,0.1732,0.2474,0.0354,0,0,0.8096,0.0,0.0,0.0,331,174,0.5257,0.0606,0.0866,0.0124,1281,662,0.5168,0.2346,0.3351,0.0479,130,66,0.5077,0.0238,0.034,0.0049,0,0,0.5061,0.0,0.0,0.0,0,0,0.4778,0.0,0.0,0.0,2255,767,0.3401,0.4129,0.5899,0.0843,277,139,0.5018,0.0507,0.0725,0.0104,5461,2391,0.4378,1.0,1.4285,0.2041,Low,1,0,0,1,0,632,0
edae126e42f9a0e7,427030,952606,2102304,2.2308,4.9231,2.2069,18158,6176,0.3401,0.0425,0.0191,0.0086,8941,4510,0.5044,0.0209,0.0094,0.0043,33961,17522,0.5159,0.0795,0.0357,0.0162,0,0,0.537,0.0,0.0,0.0,16611,9841,0.5924,0.0389,0.0174,0.0079,37017,19064,0.515,0.0867,0.0389,0.0176,6429,2174,0.3382,0.0151,0.0067,0.0031,48045,24315,0.5061,0.1125,0.0504,0.0229,14844,7431,0.5006,0.0348,0.0156,0.0071,126645,72686,0.5739,0.2966,0.1329,0.0602,17834,8991,0.5041,0.0418,0.0187,0.0085,328485,172710,0.5258,0.7692,0.3448,0.1562,High,1,1,1,1,0,559,0
18a2314add7099af,170819,931740,1133617,5.4545,6.6364,1.2167,6943,1458,0.21,0.0406,0.0075,0.0061,0,0,0.5041,0.0,0.0,0.0,8362,4309,0.5153,0.049,0.009,0.0074,0,0,0.9643,0.0,0.0,0.0,0,0,0.4255,0.0,0.0,0.0,58953,27296,0.463,0.3451,0.0633,0.052,9975,3976,0.3986,0.0584,0.0107,0.0088,0,0,0.506,0.0,0.0,0.0,6438,2931,0.4553,0.0377,0.0069,0.0057,47740,17071,0.3576,0.2795,0.0512,0.0421,16879,8499,0.5035,0.0988,0.0181,0.0149,155290,65540,0.422,0.9091,0.1667,0.137,No,1,0,0,1,1,628,0
b4e33e94cf94f052,69451,868138,55561,12.5,0.8,0.064,3632,3089,0.8505,0.0523,0.0042,0.0654,0,0,0.502,0.0,0.0,0.0,8003,4954,0.619,0.1152,0.0092,0.144,64,64,1.0,0.0009,0.0001,0.0012,0,0,0.5336,0.0,0.0,0.0,8345,4681,0.5609,0.1202,0.0096,0.1502,6432,3837,0.5965,0.0926,0.0074,0.1158,12847,6502,0.5061,0.185,0.0148,0.2312,308,140,0.4545,0.0044,0.0004,0.0055,26958,20001,0.7419,0.3882,0.0311,0.4852,2862,1437,0.5021,0.0412,0.0033,0.0515,69451,44705,0.6437,1.0,0.08,1.25,No,1,0,0,1,0,576,1
66ddc9c8d17ac9c6,10488,3933,0,0.375,0.0,0.0,118,72,0.6102,0.0113,0.03,0.0,328,166,0.5061,0.0313,0.0834,0.0,5732,3661,0.6387,0.5465,1.4574,0.1123,0,0,0.6131,0.0,0.0,0.0,0,0,0.5193,0.0,0.0,0.0,687,352,0.5124,0.0655,0.1747,0.1729,0,0,0.2518,0.0,0.0,0.3762,0,0,0.506,0.0,0.0,0.0,0,0,0.4527,0.0,0.0,0.0292,6245,1769,0.2833,0.5954,1.5878,0.0,0,0,0.5017,0.0,0.0,0.0889,13110,6020,0.4592,1.25,3.3333,0.1481,No,0,0,0,1,0,629,1
003fc269be8ffebf,102238,194252,122686,1.9,1.2,0.6316,11364,6669,0.5869,0.1112,0.0585,0.0926,0,0,0.5049,0.0,0.0,0.0,27145,17821,0.6565,0.2655,0.1397,0.2213,0,0,0.0259,0.0,0.0,0.0,0,0,0.5082,0.0,0.0,0.0,6514,3389,0.5203,0.0637,0.0335,0.0531,2630,763,0.2901,0.0257,0.0135,0.0214,0,0,0.5061,0.0,0.0,0.0,2636,1320,0.5008,0.0258,0.0136,0.0215,48773,25969,0.5324,0.4771,0.2511,0.3975,3176,1605,0.5054,0.0311,0.0163,0.0259,102238,57536,0.5628,1.0,0.5263,0.8333,No,1,0,0,1,0,621,1
2dfa6fc835f09014,154032,602125,1022212,3.9091,6.6364,1.6977,6135,1358,0.2214,0.0398,0.0102,0.006,0,0,0.5045,0.0,0.0,0.0,17641,9056,0.5133,0.1145,0.0293,0.0173,0,0,0.651,0.0,0.0,0.0,10278,5494,0.5345,0.0667,0.0171,0.0101,16363,7070,0.4321,0.1062,0.0272,0.016,8284,5007,0.6044,0.0538,0.0138,0.0081,24998,12651,0.5061,0.1623,0.0415,0.0245,7725,3867,0.5006,0.0502,0.0128,0.0076,39317,22605,0.5749,0.2553,0.0653,0.0385,9288,4671,0.5029,0.0603,0.0154,0.0091,140029,71779,0.5126,0.9091,0.2326,0.137,High,1,0,1,1,0,567,1
9a864ebaadc64bec,140588,766842,2172719,5.4545,15.4545,2.8333,2100,314,0.1495,0.0149,0.0027,0.001,19688,9907,0.5032,0.14,0.0257,0.0091,5260,2680,0.5095,0.0374,0.0069,0.0024,0,0,0.3508,0.0,0.0,0.0,1722,838,0.4866,0.0122,0.0022,0.0008,34771,15253,0.4387,0.2473,0.0453,0.016,6152,1336,0.2172,0.0438,0.008,0.0028,43290,21909,0.5061,0.3079,0.0565,0.0199,4362,2184,0.5007,0.031,0.0057,0.002,0,0,0.3329,0.0,0.0,0.0,10462,5243,0.5011,0.0744,0.0136,0.0048,127807,59664,0.4668,0.9091,0.1667,0.0588,High,1,1,1,1,1,521,1
991620a88bf89870,313736,699872,3064954,2.2308,9.7692,4.3793,26494,14228,0.537,0.0844,0.0379,0.0086,9391,4683,0.4987,0.0299,0.0134,0.0031,50282,32398,0.6443,0.1603,0.0718,0.0164,0,0,0.7544,0.0,0.0,0.0,0,0,0.3598,0.0,0.0,0.0,48647,29992,0.6165,0.1551,0.0695,0.0159,24324,13250,0.5447,0.0775,0.0348,0.0079,50511,25564,0.5061,0.161,0.0722,0.0165,13012,7814,0.6005,0.0415,0.0186,0.0042,0,0,0.3841,0.0,0.0,0.0,18674,9446,0.5058,0.0595,0.0267,0.0061,241335,137375,0.5692,0.7692,0.3448,0.0787,No,1,1,1,1,0,545,1
50bc4b95c057228f,81832,1170198,73649,14.3,0.9,0.0629,1996,1271,0.6368,0.0244,0.0017,0.0271,0,0,0.5018,0.0,0.0,0.0,8645,4420,0.5113,0.1056,0.0074,0.1174,0,0,0.7602,0.0,0.0,0.0,0,0,0.4972,0.0,0.0,0.0,12050,6938,0.5758,0.1473,0.0103,0.1636,7979,4250,0.5326,0.0975,0.0068,0.1083,17884,9052,0.5062,0.2185,0.0153,0.2428,429,234,0.5455,0.0052,0.0004,0.0058,28870,14725,0.51,0.3528,0.0247,0.392,3979,1996,0.5016,0.0486,0.0034,0.054,81832,42886,0.5241,1.0,0.0699,1.1111,No,1,0,0,1,0,657,0
6bd13f8a41aace15,159668,1204770,87092,7.5455,0.5455,0.0723,4730,1537,0.3249,0.0296,0.0039,0.0543,17872,9015,0.5044,0.1119,0.0148,0.2052,4827,2459,0.5094,0.0302,0.004,0.0554,0,0,0.5168,0.0,0.0,0.0,0,0,0.4683,0.0,0.0,0.0,31401,13609,0.4334,0.1967,0.0261,0.3605,5767,1233,0.2138,0.0361,0.0048,0.0662,39208,19843,0.5061,0.2456,0.0325,0.4502,3622,1978,0.5461,0.0227,0.003,0.0416,28197,13873,0.492,0.1766,0.0234,0.3238,9529,4775,0.5011,0.0597,0.0079,0.1094,145153,68322,0.4707,0.9091,0.1205,1.6667,No,1,0,1,1,1,664,0
6960f3ffe9a10089,18830,2354,393068,0.125,20.8746,166.9788,1282,592,0.4618,0.0681,0.5446,0.0033,0,0,0.4999,0.0,0.0,0.0,2799,1433,0.512,0.1486,1.189,0.0071,0,0,0.3902,0.0,0.0,0.0,0,0,0.5328,0.0,0.0,0.0,3963,2041,0.515,0.2105,1.6835,0.0101,715,415,0.5804,0.038,0.3037,0.0018,2754,1395,0.5065,0.1463,1.1699,0.007,0,0,0.5112,0.0,0.0,0.0,11174,6576,0.5885,0.5934,4.7468,0.0284,850,427,0.5024,0.0451,0.3611,0.0022,23537,12879,0.5472,1.25,9.9987,0.0599,No,1,0,0,1,0,411,0
6b6923d66b2400cd,350734,1052201,2555345,3.0,7.2857,2.4286,11669,5057,0.4334,0.0333,0.0111,0.0046,0,0,0.5001,0.0,0.0,0.0,52924,34939,0.6602,0.1509,0.0503,0.0207,0,0,1.008,0.0,0.0,0.0,0,0,0.5648,0.0,0.0,0.0,34711,15140,0.4362,0.099,0.033,0.0136,11095,0,0.3703,0.0316,0.0105,0.0043,0,0,0.5061,0.0,0.0,0.0,16265,8143,0.5006,0.0464,0.0155,0.0064,104306,33408,0.3203,0.2974,0.0991,0.0408,19554,9815,0.5019,0.0558,0.0186,0.0077,250524,106502,0.4251,0.7143,0.2381,0.098,No,1,1,0,1,0,633,0
db54878a299b830c,68418,373188,74638,5.4545,1.0909,0.2,883,227,0.2571,0.0129,0.0024,0.0118,0,0,0.5017,0.0,0.0,0.0,9763,6063,0.621,0.1427,0.0262,0.1308,0,0,0.7734,0.0,0.0,0.0,669,380,0.568,0.0098,0.0018,0.009,7621,3194,0.4191,0.1114,0.0204,0.1021,4625,1610,0.3481,0.0676,0.0124,0.062,15565,7878,0.5061,0.2275,0.0417,0.2085,374,170,0.4545,0.0055,0.001,0.005,19240,8852,0.4601,0.2812,0.0516,0.2578,3458,1740,0.5032,0.0505,0.0093,0.0463,62198,30114,0.4842,0.9091,0.1667,0.8333,Low,1,0,0,1,0,630,0
120a5e4151196a35,169253,278058,1402382,1.6429,8.2857,5.0435,10083,4502,0.4465,0.0596,0.0363,0.0072,0,0,0.5019,0.0,0.0,0.0,22816,15100,0.6618,0.1348,0.0821,0.0163,0,0,0.4876,0.0,0.0,0.0,0,0,0.5312,0.0,0.0,0.0,16748,8686,0.5186,0.099,0.0602,0.0119,5787,2924,0.5053,0.0342,0.0208,0.0041,0,0,0.5061,0.0,0.0,0.0,6178,2812,0.4552,0.0365,0.0222,0.0044,51201,21927,0.4283,0.3025,0.1841,0.0365,8082,4059,0.5022,0.0478,0.0291,0.0058,120895,60010,0.4964,0.7143,0.4348,0.0862,No,1,1,0,1,0,565,0
96bfae119224022a,313577,313577,2651151,1.0,8.4545,8.4545,14869,9699,0.6523,0.0474,0.0474,0.0056,7641,3849,0.5037,0.0244,0.0244,0.0029,29218,14818,0.5072,0.0932,0.0932,0.011,0,0,0.9,0.0,0.0,0.0,0,0,0.5178,0.0,0.0,0.0,33349,18102,0.5428,0.1064,0.1064,0.0126,22688,17427,0.7681,0.0724,0.0724,0.0086,0,0,0.5062,0.0,0.0,0.0,12683,6349,0.5006,0.0404,0.0404,0.0048,149348,101581,0.6802,0.4763,0.4763,0.0563,15274,7681,0.5029,0.0487,0.0487,0.0058,285070,179506,0.6297,0.9091,0.9091,0.1075,No,1,1,0,1,0,524,1
e5dc4075db43c10a,23415,192526,41627,8.2223,1.7778,0.2162,609,79,0.1297,0.026,0.0032,0.0146,0,0,0.5009,0.0,0.0,0.0,4066,2051,0.5044,0.1736,0.0211,0.0977,0,0,1.1459,0.0,0.0,0.0,0,0,0.5528,0.0,0.0,0.0,3985,1584,0.3975,0.1702,0.0207,0.0957,925,925,1.0,0.0395,0.0048,0.0222,8450,4276,0.506,0.3609,0.0439,0.203,228,114,0.5,0.0097,0.0012,0.0055,5886,280,0.0476,0.2514,0.0306,0.1414,1868,943,0.5048,0.0798,0.0097,0.0449,26017,10252,0.3941,1.1111,0.1351,0.625,No,1,0,0,1,0,663,0
8df757d6262ab48d,522998,1150594,2126856,2.2,4.0667,1.8485,24330,12390,0.5092,0.0465,0.0211,0.0114,0,0,0.5074,0.0,0.0,0.0,34093,17062,0.5005,0.0652,0.0296,0.016,0,0,1.0966,0.0,0.0,0.0,18610,10354,0.5564,0.0356,0.0162,0.0088,37705,19477,0.5166,0.0721,0.0328,0.0177,16885,10865,0.6435,0.0323,0.0147,0.0079,48972,24785,0.5061,0.0936,0.0426,0.023,13869,6312,0.4551,0.0265,0.0121,0.0065,136010,71416,0.5251,0.2601,0.1182,0.0639,18191,9198,0.5056,0.0348,0.0158,0.0086,348665,181859,0.5216,0.6667,0.303,0.1639,High,1,1,0,1,0,579,1
3f407c77c2c672c5,0,58340,137099,9.572,12.895,2.35,0,0,0.5878,0.0645,0.0,0.0,0,0,0.5024,0.0433,0.0,0.0,0,0,0.6698,0.1059,0.0,0.0,0,0,0.8027,0.0005,0.0,0.0,0,0,0.4848,0.0593,0.0,0.0,1023,487,0.4761,0.2515,0.0175,0.0075,211,83,0.3934,0.0587,0.0036,0.0015,1524,771,0.5059,0.2936,0.0261,0.0111,0,0,0.5691,0.0085,0.0,0.0,11296,6044,0.5351,0.4729,0.1936,0.0824,531,267,0.5028,0.0515,0.0091,0.0039,14585,7652,0.5246,1.1373,0.25,0.1064,No,1,0,0,1,0,523,1
9726be2bdad22b44,167939,251908,1735368,1.5,10.3333,6.8889,5049,2167,0.4292,0.0301,0.02,0.0029,0,0,0.4999,0.0,0.0,0.0,31970,23988,0.7503,0.1904,0.1269,0.0184,0,0,0.3715,0.0,0.0,0.0,9273,4764,0.5137,0.0552,0.0368,0.0053,17643,8841,0.5011,0.1051,0.07,0.0102,4293,1098,0.2558,0.0256,0.017,0.0025,23700,11994,0.5061,0.1411,0.0941,0.0137,7323,3666,0.5006,0.0436,0.0291,0.0042,31896,4938,0.1548,0.1899,0.1266,0.0184,8802,4418,0.5019,0.0524,0.0349,0.0051,139949,65874,0.4707,0.8333,0.5556,0.0806,High,1,1,0,1,0,500,1
3702c4fa509c4e81,27917,25379,210646,0.9091,7.5454,8.3,1545,363,0.235,0.0553,0.0609,0.0073,2402,1208,0.5029,0.086,0.0946,0.0114,9711,6089,0.627,0.3479,0.3826,0.0461,0,0,0.4295,0.0,0.0,0.0,0,0,0.4116,0.0,0.0,0.0,2105,913,0.4337,0.0754,0.0829,0.01,554,108,0.1949,0.0198,0.0218,0.0026,0,0,0.5064,0.0,0.0,0.0,913,415,0.4545,0.0327,0.036,0.0043,6950,2567,0.3694,0.249,0.2738,0.033,1199,604,0.5038,0.0429,0.0472,0.0057,25379,12267,0.4834,0.9091,1.0,0.1205,No,1,0,0,1,0,572,0
84504d445a6c971a,8981,5613,0,0.625,0.0,0.0,123,41,0.3333,0.0137,0.0219,0.0,0,0,0.504,0.0,0.0,0.1132,3897,2015,0.5171,0.4339,0.6943,0.0,0,0,0.4621,0.0,0.0,0.0005,0,0,0.5405,0.0,0.0,0.0035,634,322,0.5079,0.0706,0.113,0.2047,0,0,0.5552,0.0,0.0,0.0904,0,0,0.506,0.0,0.0,0.0114,0,0,0.4797,0.0,0.0,0.0299,6572,3129,0.4761,0.7318,1.1709,0.0,0,0,0.502,0.0,0.0,0.0379,11226,5507,0.4906,1.25,2.0,0.1711,No,0,0,0,1,0,636,0
83dbcb743574a9c9,42063,37857,37857,0.9,0.9,1.0,3967,2481,0.6254,0.0943,0.1048,0.1048,3082,1550,0.5029,0.0733,0.0814,0.0814,9568,4858,0.5077,0.2275,0.2527,0.2527,0,0,1.2291,0.0,0.0,0.0,0,0,0.5478,0.0,0.0,0.0,3197,1648,0.5155,0.076,0.0844,0.0844,1485,752,0.5064,0.0353,0.0392,0.0392,0,0,0.5061,0.0,0.0,0.0,1284,642,0.5,0.0305,0.0339,0.0339,17931,10415,0.5808,0.4263,0.4737,0.4737,1549,778,0.5023,0.0368,0.0409,0.0409,42063,23124,0.5497,1.0,1.1111,1.1111,No,1,0,0,1,0,660,1
f40648e828bc60ea,251295,1325010,3655200,5.2727,14.5455,2.7586,7305,4474,0.6125,0.0291,0.0055,0.002,0,0,0.5037,0.0,0.0,0.0,11457,7328,0.6396,0.0456,0.0086,0.0031,0,0,1.1514,0.0,0.0,0.0,2693,1558,0.5785,0.0107,0.002,0.0007,64911,33686,0.519,0.2583,0.049,0.0178,13426,5902,0.4396,0.0534,0.0101,0.0037,69116,34979,0.5061,0.275,0.0522,0.0189,6382,2905,0.4552,0.0254,0.0048,0.0017,36475,16456,0.4512,0.1451,0.0275,0.01,16685,8367,0.5015,0.0664,0.0126,0.0046,228450,115655,0.5063,0.9091,0.1724,0.0625,High,1,1,1,1,1,453,1
78e5b8c3171648ae,0,68775,131298,7.876,12.3361,1.9091,0,0,0.1245,0.025,0.0,0.0,0,0,0.5037,0.0,0.0,0.0,0,0,0.6219,0.0,0.0,0.0,0,0,0.3457,0.0,0.0,0.0,0,0,0.6884,0.0513,0.0,0.0,1117,640,0.573,0.2236,0.0162,0.0085,159,100,0.6289,0.1031,0.0023,0.0012,1393,705,0.5061,0.0703,0.0203,0.0106,0,0,0.4919,0.0166,0.0,0.0,17686,11769,0.6654,0.2367,0.2572,0.1347,486,246,0.5062,0.0533,0.0071,0.0037,20841,13460,0.6458,1.1214,0.303,0.1587,No,1,0,0,1,0,497,1
101de9b80b83ca1d,66682,666820,54558,10.0,0.8182,0.0818,2181,1166,0.5346,0.0327,0.0033,0.04,0,0,0.5011,0.0,0.0,0.0,4692,2385,0.5083,0.0704,0.007,0.086,0,0,1.0368,0.0,0.0,0.0,453,224,0.4945,0.0068,0.0007,0.0083,7937,5163,0.6505,0.119,0.0119,0.1455,8704,7168,0.8235,0.1305,0.0131,0.1595,9709,4914,0.5061,0.1456,0.0146,0.178,210,105,0.5,0.0031,0.0003,0.0038,24568,16825,0.6848,0.3684,0.0368,0.4503,2166,1081,0.4991,0.0325,0.0032,0.0397,60620,39031,0.6439,0.9091,0.0909,1.1111,Low,1,1,0,1,0,613,0
902cfa50a18e97c2,54349,76089,293485,1.4,5.4,3.8571,8491,5442,0.6409,0.1562,0.1116,0.0289,4059,2034,0.5011,0.0747,0.0533,0.0138,12516,6339,0.5065,0.2303,0.1645,0.0426,0,0,0.3652,0.0,0.0,0.0,0,0,0.5225,0.0,0.0,0.0,4178,2148,0.5141,0.0769,0.0549,0.0142,726,509,0.7011,0.0134,0.0095,0.0025,0,0,0.5062,0.0,0.0,0.0,1680,840,0.5,0.0309,0.0221,0.0057,20684,10828,0.5235,0.3806,0.2718,0.0705,2015,1018,0.5052,0.0371,0.0265,0.0069,54349,29158,0.5365,1.0,0.7143,0.1852,No,1,1,0,1,0,578,1
1aac6ffbdeab28d4,18029,1639,0,0.0909,0.0,0.0,157,4,0.0255,0.0087,0.0958,0.0,0,0,0.5016,0.0,0.0,0.0,7758,4796,0.6182,0.4303,4.7334,0.0637,0,0,0.8373,0.0,0.0,0.0,0,0,0.5185,0.0,0.0,0.009,824,366,0.4442,0.0457,0.5027,0.3779,0,0,0.3967,0.0,0.0,0.1101,0,0,0.5061,0.0,0.0,0.3023,0,0,0.5073,0.0,0.0,0.0172,7651,1164,0.1521,0.4244,4.6681,0.9031,0,0,0.5018,0.0,0.0,0.0657,16390,6330,0.3862,0.9091,10.0,1.2948,No,0,0,0,1,0,633,1
fdd5a8bbbc359a49,26768,10038,378098,0.375,14.125,37.6667,1288,663,0.5148,0.0481,0.1283,0.0034,0,0,0.5035,0.0,0.0,0.0,4249,2163,0.5091,0.1587,0.4233,0.0112,0,0,1.3839,0.0,0.0,0.0,0,0,0.4738,0.0,0.0,0.0,5937,3066,0.5164,0.2218,0.5915,0.0157,757,297,0.3923,0.0283,0.0754,0.002,0,0,0.5061,0.0,0.0,0.0,0,0,0.46,0.0,0.0,0.0,19955,9520,0.4771,0.7455,1.9879,0.0528,1274,640,0.5024,0.0476,0.1269,0.0034,33460,16349,0.4886,1.25,3.3333,0.0885,No,1,0,0,1,0,542,1
7b250b559f11a4dd,82514,115520,651861,1.4,7.9,5.6428,1614,1614,1.0,0.0196,0.014,0.0025,0,0,0.5042,0.0,0.0,0.0,21928,11275,0.5142,0.2657,0.1898,0.0336,271,0,1.5019,0.0033,0.0023,0.0004,13839,6988,0.5049,0.1677,0.1198,0.0212,6040,2394,0.3964,0.0732,0.0523,0.0093,1060,626,0.5906,0.0128,0.0092,0.0016,0,0,0.5061,0.0,0.0,0.0,2516,1260,0.5008,0.0305,0.0218,0.0039,31613,9997,0.3162,0.3831,0.2737,0.0485,3633,1831,0.504,0.044,0.0314,0.0056,82514,35985,0.4361,1.0,0.7143,0.1266,High,1,0,0,1,0,570,0
